"Triplet 1","Triplet 2","Label"
"Subprime Mortgage Crisis,occurred in,2008","2008 Financial Crisis,caused by,Housing Market Collapse","1"
"Angel Investors,fund,Startups","Angel Funding,provides capital to,New Ventures","1"
"Supply Chain Logistics,involves,Goods Movement","Logistics Management,concerns,Transportation of Products","1"
"Corporate Bonds,issued by,Companies","Corporate Debentures,issued by,Businesses","1"
"Moody's,provides,Credit Ratings","Moody's,assesses,Financial Risk","1"
"Quantitative Easing,implemented by,Central Banks","Quantitative Easing,involves,Money Supply Increase","1"
"Franchise Business,operates under,Established Brand Name","Franchising,system of,Licensing Brand Usage","1"
"Joint Venture,involves,Business Partnership","Joint Enterprise,collaboration of,Companies","1"
"Bitcoin,first,Cryptocurrency","Bitcoin,pioneered,Digital Currency","1"
"Real Estate Market,involves,Property Transactions","Property Market,deals with,Buying and Selling Land","1"
"Monetary Inflation,results in,Currency Devaluation","Inflation,leads to,Reduction in Money Value","1"
"Venture Capital,invests in,High-Growth Companies","Venture Funding,targets,Rapidly Growing Firms","1"
"Globalization,leads to,Worldwide Economic Integration","Globalization,results in,International Business Expansion","1"
"Environmental,Social,and Governance (ESG),in Investing,Sustainable Investment Practices","ESG Criteria,in Finance,Ethical Investment Considerations","1"
"Commercial Banking,provides,Business Banking Services","Commercial Banks,offer,Corporate Financial Solutions","1"
"Market Liquidity,refers to,Ease of Asset Trading","Liquidity in Markets,means,Quick Asset Conversion","1"
"Hedge Funds,invest in,Diverse Assets","Hedge Fund Investments,involve,Various Investment Vehicles","1"
"Public Debt,refers to,Government Borrowing","National Debt,is,State's Financial Obligations","1"
"S&P 500,type of,Stock Market Index","Standard & Poor's 500,measures,U.S. Equities Performance","1"
"Roth IRA,retirement savings account,After-tax Contributions","Roth Individual Retirement Account,offers,Tax-free Withdrawal","1"
"Barter System,involves,Exchange of Goods without Money","Bartering,method of,Trading Services for Goods","1"
"Green Bond,intended for,Environmental Projects","Climate Bond,financing for,Sustainable Initiatives","1"
"Microloan,small,Financial Loan","Microcredit,offers,Minor Loan Amounts","1"
"Forex Market,for,Currency Exchange","Foreign Exchange Market,deals with,Trading Currencies","1"
"Consumer Sentiment Index,measures,Economic Optimism","Consumer Confidence Indicator,assesses,Spending Willingness","1"
"Chapter 11,type of,Bankruptcy","Chapter 11,allows for,Business Reorganization","1"
"Value Added Tax,known as,VAT","Goods and Services Tax,another term for,VAT","1"
"Initial Public Offering,first sale,Company Shares","IPO,debut of,Corporate Stock to Public","1"
"Brick and Click,retail model,Online and Physical Stores","Click and Mortar,business type,E-commerce and Retail Outlets","1"
"Hyperinflation,extreme,Inflation Rate","Runaway Inflation,describes,Rapid Monetary Devaluation","1"
"Automated Clearing House,electronic,Payments Network","ACH Network,processes,Electronic Transfers","1"
"Stagflation,combines,Stagnation with Inflation","Economic Stagflation,state of,Low Growth and High Prices","1"
"Collateralized Debt Obligation,type of,Structured Asset-backed Security","CDO,pools,Diverse Debt Instruments","1"
"Non-fungible Token,known as,NFT","NFTs,represents,Unique Digital Assets","1"
"Payday Loan,high-interest,Short-term Loan","Cash Advance Loan,offers,Immediate Funds","1"
"Socially Responsible Investing,emphasizes,Ethical Practices","SRI,focuses on,Socially Conscious Investments","1"
"Negative Interest Rate,banks charge for,Holding Deposits","Below-zero Rate,where,Savings Yield Loss","1"
"Libor,reference,Interest Rates","London Interbank Offered Rate,benchmarks,Short-term Rates","1"
"Big Mac Index,measures,Purchasing Power Parity","Burger Economics,informal way to,Measure Currency Strength","1"
"Conglomerate Discount,valuation lower than,Sum of Parts","Diversification Discount,market undervalues,Varied Business Units","1"
"Dead Cat Bounce,short-lived,Market Recovery","Temporary Market Rally,brief,Price Increase","0"
"Crowdfunding,raises money,Public Contributions","Venture Capital,invests,Institutional Funds","0"
"Bull Market,signifies,Rising Stock Prices","Bear Market,signifies,Falling Stock Prices","0"
"Quantitative Easing,involves,Central Bank Purchasing","Tight Monetary Policy,involves,Interest Rate Hikes","0"
"Yield Curve Inversion,short-term rates,Higher than Long-term","Normal Yield Curve,long-term rates,Higher than Short-term","0"
"Market Capitalization,value of,Company's Shares","Enterprise Value,value of,Company's Total Operations","0"
"Leveraged Buyout,involves,Significant Debt","Equity Crowdfunding,involves,Raising Capital from Public","0"
"Microeconomics,focuses on,Individual Behavior","Macroeconomics,focuses on,Whole Economies","0"
"Organic Growth,business term,Internal Expansion","Organic Business Expansion,means,Growth from Core Activities","1"
"Convertible Bonds,finance term,Bonds Convertible into Shares","Convertible Debentures,definition,Debt Instruments Converting to Equity","1"
"Negative Yield Bonds,finance concept,Bonds with Yield below Zero","Negative Interest Bonds,implies,Bond Pays Less than its Face Value","1"
"Stagflation,economic term,Stagnation plus Inflation","Stagflation,signifies,Low Growth with High Inflation","1"
"Contango,market term,Futures Price Higher than Spot Price","Contango in Trading,when,Future Prices Exceed Current Levels","1"
"Shadow Banking,finance,Non-traditional Banking Services","Shadow Banking System,involves,Unregulated Financial Activities","1"
"Zombie Company,business jargon,Barely Profitable Firm","Zombie Firms,defined as,Companies Barely Covering Costs","1"
"Mezzanine Financing,finance,Hybrid Debt-Equity Financing","Mezzanine Capital,a form of,Subordinate Financing","1"
"Arbitrage Trading,financial strategy,Profiting from Price Differences","Arbitrage Opportunity,in finance,Gains from Market Inefficiencies","1"
"Greenfield Investment,economics,Investing in New Operations","Greenfield Project,refers to,Building from Scratch","1"
"Dead Cat Bounce,stock market,Brief Recovery in Declining Trend","Dead Cat Bounce,phrase in trading,Short-lived Recovery","1"
"Grey Market,informal trading,Unregulated Trade of Shares","Gray Market Trading,refers to,Legal but Unofficial Trading","1"
"Smart Beta,investing strategy,Alternative Index Strategies","Smart Beta Funds,concept,Enhanced Indexing Strategies","1"
"Special Purpose Acquisition Company,known as,SPAC","SPACs,refers to,Shell Companies for Merging","1"
"Helicopter Money,economic concept,Direct Money Distribution","Helicopter Drop,in economics,Direct Cash Infusion","1"
"Gig Economy,labor market,Freelance and Short-term Work","Gig Economy,characterized by,Temporary Jobs","1"
"Non-Fungible Tokens,digital assets,Unique Crypto Tokens","NFTs,refers to,Distinct Digital Collectibles","1"
"Barbell Strategy,investment approach,High Risk and No Risk Investments","Barbell Investment Strategy,involves,Safe and Risky Assets","1"
"Market Sentiment,investing,Overall Attitude of Investors","Investor Sentiment,refers to,Market Mood","1"
"Vulture Fund,finance term,Invests in Distressed Securities","Vulture Capital,strategy,Investing in Troubled Companies","1"
"Sunset Industry,economics,Declining Sector","Sunset Sector,refers to,Industry in Decline","1"
"Decoupling,economic term,Lack of Correlation between Markets","Economic Decoupling,when,Economies Move Independently","1"
"Angel Investor,provides,Early-stage Company Funding","Business Angel,term for,Individual Providing Capital to Startups","1"
"Bootstrapping,in business,Self-funding a Startup","Bootstrapping,means,Starting a Business with Personal Finances","1"
"Golden Parachute,executive term,Lucrative Severance Package","Golden Handshake,synonym,Generous Retirement Package","1"
"Junk Bond,financial term,High-risk Debt","High-yield Bond,another term,Debt with High Return Risk","1"
"Quant Fund,investment fund,Uses Algorithmic Methods","Quantitative Fund,refers to,Data-driven Investment Fund","1"
"Short Selling,investment strategy,Selling Borrowed Stocks","Shorting a Stock,means,Betting on Stock Price Decline","1"
"Soft Currency,economics,Currency with Low Stability","Weak Currency,refers to,Unstable National Currency","1"
"Economic Moat,business term,Competitive Advantage","Wide Moat,in business,Strong Market Position","1"
"Leveraged Buyout,acquisition,Using Significant Borrowed Funds","LBO,acronym,Buyout with High Leverage","1"
"Value Investing,investment style,Buying Undervalued Stocks","Value-Based Investing,strategy,Focusing on Stock Intrinsic Value","1"
"Yield Farming,in DeFi,Earning Returns from Crypto Assets","Liquidity Mining,synonymous with,Generating Yield in Crypto","1"
"Keynesian Economics,economic theory,Government Spending Stimulates Growth","Keynesianism,refers to,Macroeconomic Policies of John Keynes","1"
"Quantitative Easing,involves,Central Bank Asset Purchases","QE,shorthand,Central Bank's Market Intervention","1"
"Market Cap,financial term,Total Value of Company's Shares","Market Capitalization,definition,Value of a Company in Stock Market","1"
"Gross Domestic Product,abbreviated as,GDP","GDP,stands for,Gross Domestic Product","1"
"NASDAQ,type of,Stock Exchange","NYSE,type of,Stock Exchange","0"
"Elon Musk,founder of,Tesla","Elon Musk,founder of,SpaceX","0"
"Quantitative Easing,form of,Monetary Policy","Fiscal Stimulus,form of,Government Spending","0"
"Recession,indicated by,Negative GDP Growth","Depression,indicated by,Severe Economic Decline","0"
"Inflation,leads to,Rising Prices","Deflation,leads to,Falling Prices","0"
"NASDAQ,located in,United States","Tokyo Stock Exchange,located in,Japan","0"
"Unemployment Rate,economic indicator,Labor Market","Consumer Price Index,economic indicator,Inflation","0"
"Bitcoin,type of,Cryptocurrency","Ethereum,type of,Cryptocurrency","0"
"Federal Reserve,central bank,United States","European Central Bank,central bank,Eurozone","0"
"Brent Crude,type of,Oil","West Texas Intermediate,type of,Oil","0"
"S&P 500,stock market index,United States","FTSE 100,stock market index,United Kingdom","0"
"Apple Inc.,NASDAQ symbol,AAPL","Microsoft Corp.,NASDAQ symbol,MSFT","0"
"International Monetary Fund,known as,IMF","IMF,focuses on,Global Financial Stability","1"
"World Trade Organization,known as,WTO","WTO,deals with,Global Trade Rules","1"
"NASDAQ Composite,includes,Tech Stocks","Dow Jones Industrial,includes,Large Companies","0"
"Subprime Mortgage Crisis,occurred in,2008","Global Financial Crisis,started in,2007","1"
"Renewable Energy,includes,Solar Power","Fossil Fuels,includes,Coal","0"
"Supply Chain,involves,Logistics","Value Chain,involves,Added Value","0"
"Venture Capital,funds,Startups","Hedge Funds,invest in,Diverse Assets","0"
"Startup,requires,Seed Funding","Multinational Corporation,operates,Globally","0"
"Gross National Product,abbreviated as,GNP","GNP,stands for,Gross National Product","1"
"Monopoly,market with,One Producer","Oligopoly,market with,Few Producers","0"
"Microeconomics,studies,Individual Markets","Macroeconomics,studies,National Economy","0"
"Franchise,business model,Licensing","Joint Venture,business model,Partnership","0"
"Bitcoin,first appeared,2009","Litecoin,first appeared,2011","0"
"Foreign Exchange Market,trades,Currencies","Commodities Market,trades,Raw Materials","0"
"Interest Rate,controlled by,Central Bank","Exchange Rate,determined by,Market Forces","0"
"Consumer Confidence,measures,Economic Optimism","Business Confidence,measures,Corporate Outlook","0"
"Trade Deficit,imports,Exceed Exports","Trade Surplus,exports,Exceed Imports","0"
"Public Debt,owed by,Government","Corporate Debt,owed by,Companies","0"
"Stock Dividend,payment in,Shares","Cash Dividend,payment in,Money","0"
"Credit Rating,assesses,Creditworthiness","Credit Score,indicates,Financial Reliability","0"
"Tariff,tax on,Imported Goods","Subsidy,government aid,Domestic Industries","0"
"Fiscal Policy,involves,Government Spending","Monetary Policy,involves,Interest Rates","0"
"Organic Farming,avoids,Chemicals","Conventional Farming,uses,Pesticides","0"
"Artificial Intelligence,used in,Data Analysis","Machine Learning,subset of,Artificial Intelligence","1"
"Carbon Footprint,measure of,Environmental Impact","Greenhouse Gases,contribute to,Global Warming","0"
"Emerging Markets,characterized by,Rapid Growth","Developed Markets,characterized by,Stable Growth","0"
"Unicorn,startup valued over,$1 Billion","Decacorn,startup valued over,$10 Billion","0"
"Blue Chip Stocks,known for,Stability","Penny Stocks,known for,High Risk","0"
"Outsourcing,involves,External Services","Insourcing,involves,Internal Services","0"
"NASDAQ,type of,Stock Exchange","Dow Jones,type of,Stock Index","0"
"Gross Domestic Product,measures,Economic output","Gross National Product,measures,Economic performance","0"
"Federal Reserve,function,Central banking in USA","Bank of England,function,Central banking in UK","0"
"Inflation,leads to,Decreasing money value","Deflation,leads to,Increasing money value","0"
"Bitcoin,categorized as,Cryptocurrency","Ethereum,categorized as,Cryptocurrency","0"
"Supply and Demand,basic,Economic principle","Opportunity Cost,concept in,Economics","0"
"Monopoly,market with,One provider","Oligopoly,market with,Few providers","0"
"International Monetary Fund,focuses on,Global financial stability","World Bank,focuses on,International development","0"
"Keynesian Economics,developed by,John Maynard Keynes","Chicago School of Economics,influenced by,Milton Friedman","0"
"Silicon Valley,known for,Technology and innovation","Wall Street,known for,Finance and investment","0"
"Unemployment Rate,indicator of,Labor market","Consumer Price Index,measures,Inflation and deflation","0"
"Microeconomics,studies,Individual and firms","Macroeconomics,studies,Overall economy","0"
"Adam Smith,known for,Wealth of Nations","Karl Marx,known for,Das Kapital","0"
"Venture Capital,used for,Startup funding","Private Equity,involves,Company investments","0"
"Tariff,type of,Trade barrier","Quota,type of,Trade restriction","0"
"Franchise,business model,Brand license","Joint Venture,business model,Partnership agreement","0"
"Balance of Trade,measures,Exports and imports","Current Account,measures,Trade,services,and payments","0"
"Fiscal Policy,involves,Government spending","Monetary Policy,involves,Central bank actions","0"
"Bear Market,represents,Declining stock prices","Bull Market,represents,Rising stock prices","0"
"Mortgage,type of,Loan for property","Bond,type of,Debt investment","0"
"Organic growth,achieved through,Internal expansion","Mergers and Acquisitions,achieved through,External expansion","0"
